site_name;count;start_datetime;end_datetime;longitude;latitude
Lyon 1_Pont la Feuillée OE corrigé;32;2023-04-03 13:00:00+02:00;2023-04-03 14:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;54;2023-04-03 12:00:00+02:00;2023-04-03 13:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;40;2023-04-03 11:00:00+02:00;2023-04-03 12:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;25;2023-04-03 10:00:00+02:00;2023-04-03 11:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;62;2023-04-03 09:00:00+02:00;2023-04-03 10:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;126;2023-04-03 08:00:00+02:00;2023-04-03 09:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;57;2023-04-03 07:00:00+02:00;2023-04-03 08:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;14;2023-04-03 06:00:00+02:00;2023-04-03 07:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;4;2023-04-03 05:00:00+02:00;2023-04-03 06:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;1;2023-04-03 04:00:00+02:00;2023-04-03 05:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;2;2023-04-03 02:00:00+02:00;2023-04-03 03:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;6;2023-04-03 01:00:00+02:00;2023-04-03 02:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;8;2023-04-03 00:00:00+02:00;2023-04-03 01:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;14;2023-04-02 23:00:00+02:00;2023-04-03 00:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;8;2023-04-02 22:00:00+02:00;2023-04-02 23:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;30;2023-04-02 21:00:00+02:00;2023-04-02 22:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;28;2023-04-02 20:00:00+02:00;2023-04-02 21:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;38;2023-04-02 19:00:00+02:00;2023-04-02 20:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;51;2023-04-02 18:00:00+02:00;2023-04-02 19:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;37;2023-04-02 17:00:00+02:00;2023-04-02 18:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;24;2023-04-02 16:00:00+02:00;2023-04-02 17:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;42;2023-04-02 15:00:00+02:00;2023-04-02 16:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;28;2023-04-02 14:00:00+02:00;2023-04-02 15:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;22;2023-04-02 13:00:00+02:00;2023-04-02 14:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;23;2023-04-02 12:00:00+02:00;2023-04-02 13:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;19;2023-04-02 11:00:00+02:00;2023-04-02 12:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;30;2023-04-02 10:00:00+02:00;2023-04-02 11:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;24;2023-04-02 09:00:00+02:00;2023-04-02 10:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;9;2023-04-02 08:00:00+02:00;2023-04-02 09:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;6;2023-04-02 07:00:00+02:00;2023-04-02 08:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;5;2023-04-02 06:00:00+02:00;2023-04-02 07:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;1;2023-04-02 05:00:00+02:00;2023-04-02 06:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;8;2023-04-02 04:00:00+02:00;2023-04-02 05:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;9;2023-04-02 03:00:00+02:00;2023-04-02 04:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;17;2023-04-02 02:00:00+02:00;2023-04-02 03:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;22;2023-04-02 01:00:00+02:00;2023-04-02 02:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;37;2023-04-02 00:00:00+02:00;2023-04-02 01:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;24;2023-04-01 23:00:00+02:00;2023-04-02 00:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;17;2023-04-01 22:00:00+02:00;2023-04-01 23:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;36;2023-04-01 21:00:00+02:00;2023-04-01 22:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;44;2023-04-01 20:00:00+02:00;2023-04-01 21:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;52;2023-04-01 19:00:00+02:00;2023-04-01 20:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;56;2023-04-01 18:00:00+02:00;2023-04-01 19:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;38;2023-04-01 17:00:00+02:00;2023-04-01 18:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;40;2023-04-01 16:00:00+02:00;2023-04-01 17:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;72;2023-04-01 15:00:00+02:00;2023-04-01 16:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;61;2023-04-01 14:00:00+02:00;2023-04-01 15:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;63;2023-04-01 13:00:00+02:00;2023-04-01 14:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;75;2023-04-01 12:00:00+02:00;2023-04-01 13:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;63;2023-04-01 11:00:00+02:00;2023-04-01 12:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;40;2023-04-01 10:00:00+02:00;2023-04-01 11:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;38;2023-04-01 09:00:00+02:00;2023-04-01 10:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;24;2023-04-01 08:00:00+02:00;2023-04-01 09:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;6;2023-04-01 07:00:00+02:00;2023-04-01 08:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;2;2023-04-01 06:00:00+02:00;2023-04-01 07:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;5;2023-04-01 05:00:00+02:00;2023-04-01 06:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;7;2023-04-01 04:00:00+02:00;2023-04-01 05:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;17;2023-04-01 03:00:00+02:00;2023-04-01 04:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;18;2023-04-01 02:00:00+02:00;2023-04-01 03:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;35;2023-04-01 01:00:00+02:00;2023-04-01 02:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;26;2023-04-01 00:00:00+02:00;2023-04-01 01:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;31;2023-03-31 23:00:00+02:00;2023-04-01 00:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;47;2023-03-31 22:00:00+02:00;2023-03-31 23:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;49;2023-03-31 21:00:00+02:00;2023-03-31 22:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;69;2023-03-31 20:00:00+02:00;2023-03-31 21:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;89;2023-03-31 19:00:00+02:00;2023-03-31 20:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;108;2023-03-31 18:00:00+02:00;2023-03-31 19:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;138;2023-03-31 17:00:00+02:00;2023-03-31 18:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;78;2023-03-31 16:00:00+02:00;2023-03-31 17:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;70;2023-03-31 15:00:00+02:00;2023-03-31 16:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;72;2023-03-31 14:00:00+02:00;2023-03-31 15:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;62;2023-03-31 13:00:00+02:00;2023-03-31 14:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;76;2023-03-31 12:00:00+02:00;2023-03-31 13:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;57;2023-03-31 11:00:00+02:00;2023-03-31 12:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;40;2023-03-31 10:00:00+02:00;2023-03-31 11:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;89;2023-03-31 09:00:00+02:00;2023-03-31 10:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;149;2023-03-31 08:00:00+02:00;2023-03-31 09:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;65;2023-03-31 07:00:00+02:00;2023-03-31 08:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;13;2023-03-31 06:00:00+02:00;2023-03-31 07:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;4;2023-03-31 05:00:00+02:00;2023-03-31 06:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;2;2023-03-31 04:00:00+02:00;2023-03-31 05:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;11;2023-03-31 03:00:00+02:00;2023-03-31 04:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;9;2023-03-31 02:00:00+02:00;2023-03-31 03:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;18;2023-03-31 01:00:00+02:00;2023-03-31 02:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;50;2023-03-31 00:00:00+02:00;2023-03-31 01:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;49;2023-03-30 23:00:00+02:00;2023-03-31 00:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;24;2023-03-30 22:00:00+02:00;2023-03-30 23:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;2;2023-03-30 21:00:00+02:00;2023-03-30 22:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;57;2023-03-30 20:00:00+02:00;2023-03-30 21:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;131;2023-03-30 19:00:00+02:00;2023-03-30 20:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;179;2023-03-30 18:00:00+02:00;2023-03-30 19:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;143;2023-03-30 17:00:00+02:00;2023-03-30 18:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;91;2023-03-30 16:00:00+02:00;2023-03-30 17:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;61;2023-03-30 15:00:00+02:00;2023-03-30 16:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;82;2023-03-30 14:00:00+02:00;2023-03-30 15:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;60;2023-03-30 13:00:00+02:00;2023-03-30 14:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;85;2023-03-30 12:00:00+02:00;2023-03-30 13:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;52;2023-03-30 11:00:00+02:00;2023-03-30 12:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;57;2023-03-30 10:00:00+02:00;2023-03-30 11:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;117;2023-03-30 09:00:00+02:00;2023-03-30 10:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;208;2023-03-30 08:00:00+02:00;2023-03-30 09:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;83;2023-03-30 07:00:00+02:00;2023-03-30 08:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;7;2023-03-30 06:00:00+02:00;2023-03-30 07:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;7;2023-03-30 05:00:00+02:00;2023-03-30 06:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;3;2023-03-30 04:00:00+02:00;2023-03-30 05:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;6;2023-03-30 03:00:00+02:00;2023-03-30 04:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée OE corrigé;3;2023-03-30 02:00:00+02:00;2023-03-30 03:00:00+02:00;4.83;45.76675404
Lyon 1_Pont la Feuillée EO corrigé;10;2023-04-06 01:00:00+02:00;2023-04-06 02:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;31;2023-04-06 00:00:00+02:00;2023-04-06 01:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;69;2023-04-05 23:00:00+02:00;2023-04-06 00:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;62;2023-04-05 22:00:00+02:00;2023-04-05 23:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;75;2023-04-05 21:00:00+02:00;2023-04-05 22:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;130;2023-04-05 20:00:00+02:00;2023-04-05 21:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;212;2023-04-05 19:00:00+02:00;2023-04-05 20:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;223;2023-04-05 18:00:00+02:00;2023-04-05 19:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;178;2023-04-05 17:00:00+02:00;2023-04-05 18:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;136;2023-04-05 16:00:00+02:00;2023-04-05 17:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;136;2023-04-05 15:00:00+02:00;2023-04-05 16:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;86;2023-04-05 14:00:00+02:00;2023-04-05 15:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;105;2023-04-05 13:00:00+02:00;2023-04-05 14:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;99;2023-04-05 12:00:00+02:00;2023-04-05 13:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;57;2023-04-05 11:00:00+02:00;2023-04-05 12:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;78;2023-04-05 10:00:00+02:00;2023-04-05 11:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;101;2023-04-05 09:00:00+02:00;2023-04-05 10:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;174;2023-04-05 08:00:00+02:00;2023-04-05 09:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;116;2023-04-05 07:00:00+02:00;2023-04-05 08:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;13;2023-04-05 06:00:00+02:00;2023-04-05 07:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;1;2023-04-05 05:00:00+02:00;2023-04-05 06:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;4;2023-04-05 04:00:00+02:00;2023-04-05 05:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;1;2023-04-05 03:00:00+02:00;2023-04-05 04:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;3;2023-04-05 02:00:00+02:00;2023-04-05 03:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;11;2023-04-05 01:00:00+02:00;2023-04-05 02:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;26;2023-04-05 00:00:00+02:00;2023-04-05 01:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;32;2023-04-04 23:00:00+02:00;2023-04-05 00:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;74;2023-04-04 22:00:00+02:00;2023-04-04 23:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;72;2023-04-04 21:00:00+02:00;2023-04-04 22:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;106;2023-04-04 20:00:00+02:00;2023-04-04 21:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;196;2023-04-04 19:00:00+02:00;2023-04-04 20:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;262;2023-04-04 18:00:00+02:00;2023-04-04 19:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;216;2023-04-04 17:00:00+02:00;2023-04-04 18:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;121;2023-04-04 16:00:00+02:00;2023-04-04 17:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;76;2023-04-04 15:00:00+02:00;2023-04-04 16:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;88;2023-04-04 14:00:00+02:00;2023-04-04 15:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;83;2023-04-04 13:00:00+02:00;2023-04-04 14:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;79;2023-04-04 12:00:00+02:00;2023-04-04 13:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;63;2023-04-04 11:00:00+02:00;2023-04-04 12:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;57;2023-04-04 10:00:00+02:00;2023-04-04 11:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;116;2023-04-04 09:00:00+02:00;2023-04-04 10:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;213;2023-04-04 08:00:00+02:00;2023-04-04 09:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;146;2023-04-04 07:00:00+02:00;2023-04-04 08:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;21;2023-04-04 06:00:00+02:00;2023-04-04 07:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;5;2023-04-04 05:00:00+02:00;2023-04-04 06:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;4;2023-04-04 04:00:00+02:00;2023-04-04 05:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;1;2023-04-04 03:00:00+02:00;2023-04-04 04:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;1;2023-04-04 02:00:00+02:00;2023-04-04 03:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;9;2023-04-04 01:00:00+02:00;2023-04-04 02:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;13;2023-04-04 00:00:00+02:00;2023-04-04 01:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;17;2023-04-03 23:00:00+02:00;2023-04-04 00:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;46;2023-04-03 22:00:00+02:00;2023-04-03 23:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;64;2023-04-03 21:00:00+02:00;2023-04-03 22:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;105;2023-04-03 20:00:00+02:00;2023-04-03 21:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;152;2023-04-03 19:00:00+02:00;2023-04-03 20:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;195;2023-04-03 18:00:00+02:00;2023-04-03 19:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;164;2023-04-03 17:00:00+02:00;2023-04-03 18:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;116;2023-04-03 16:00:00+02:00;2023-04-03 17:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;73;2023-04-03 15:00:00+02:00;2023-04-03 16:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;67;2023-04-03 14:00:00+02:00;2023-04-03 15:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;92;2023-04-03 13:00:00+02:00;2023-04-03 14:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;76;2023-04-03 12:00:00+02:00;2023-04-03 13:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;87;2023-04-03 11:00:00+02:00;2023-04-03 12:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;43;2023-04-03 10:00:00+02:00;2023-04-03 11:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;83;2023-04-03 09:00:00+02:00;2023-04-03 10:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;185;2023-04-03 08:00:00+02:00;2023-04-03 09:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;132;2023-04-03 07:00:00+02:00;2023-04-03 08:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;18;2023-04-03 06:00:00+02:00;2023-04-03 07:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;3;2023-04-03 05:00:00+02:00;2023-04-03 06:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;5;2023-04-03 04:00:00+02:00;2023-04-03 05:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;1;2023-04-03 02:00:00+02:00;2023-04-03 03:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;7;2023-04-03 01:00:00+02:00;2023-04-03 02:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;6;2023-04-03 00:00:00+02:00;2023-04-03 01:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;13;2023-04-02 23:00:00+02:00;2023-04-03 00:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;19;2023-04-02 22:00:00+02:00;2023-04-02 23:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;28;2023-04-02 21:00:00+02:00;2023-04-02 22:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;45;2023-04-02 20:00:00+02:00;2023-04-02 21:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;37;2023-04-02 19:00:00+02:00;2023-04-02 20:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;77;2023-04-02 18:00:00+02:00;2023-04-02 19:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;46;2023-04-02 17:00:00+02:00;2023-04-02 18:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;43;2023-04-02 16:00:00+02:00;2023-04-02 17:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;67;2023-04-02 15:00:00+02:00;2023-04-02 16:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;43;2023-04-02 14:00:00+02:00;2023-04-02 15:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;33;2023-04-02 13:00:00+02:00;2023-04-02 14:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;44;2023-04-02 12:00:00+02:00;2023-04-02 13:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;48;2023-04-02 11:00:00+02:00;2023-04-02 12:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;17;2023-04-02 10:00:00+02:00;2023-04-02 11:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;18;2023-04-02 09:00:00+02:00;2023-04-02 10:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;15;2023-04-02 08:00:00+02:00;2023-04-02 09:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;2;2023-04-02 07:00:00+02:00;2023-04-02 08:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;5;2023-04-02 06:00:00+02:00;2023-04-02 07:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;3;2023-04-02 05:00:00+02:00;2023-04-02 06:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;17;2023-04-02 04:00:00+02:00;2023-04-02 05:00:00+02:00;4.830009;45.76674004
Lyon 1_Pont la Feuillée EO corrigé;3;2023-04-02 03:00:00+02:00;2023-04-02 04:00:00+02:00;4.830009;45.76674004
