Adresse;count;start_datetime;end_datetime;longitude;latitude
Bas Montée St Sébastien;48.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;16.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;7.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;75.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;63.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;10.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;8.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;6.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;59.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;47.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;10.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;8.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;39.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;28.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;45.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;39.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;5.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;49.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;34.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.835058;45.772192
Bas Montée St Sébastien;7.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;5.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;47.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;6.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;50.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;10.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;5.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.835058;45.772192
Bas Montée St Sébastien;8.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;2.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;65.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;9.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;11.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;58.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;10.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;6.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;4.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.835058;45.772192
Bas Montée St Sébastien;6.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;6.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;1.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;41.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;6.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;10.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;38.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;7.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bas Montée St Sébastien;3.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.835058;45.772192
Bvd des Canuts;1500.0;2023-12-05 00:00:00;2023-12-05 23:59:00;4.828003;45.77899
Bvd des Canuts;1398.0;2022-12-06 00:00:00;2022-12-06 23:59:00;4.828003;45.77899
Bvd des Canuts;1722.0;2024-12-03 00:00:00;2024-12-03 23:59:00;4.828003;45.77899
Carrefour St Clair;270.0;2023-12-05 07:30:00;2023-12-05 09:00:00;4.391574;45.638898
Carrefour St Clair;8.0;2023-12-05 07:30:00;2023-12-05 09:00:00;4.391574;45.638898
Carrefour St Clair;23.0;2024-12-03 07:30:00;2024-12-03 07:45:00;4.391574;45.638898
Carrefour St Clair;11.0;2024-12-03 07:45:00;2024-12-03 08:00:00;4.391574;45.638898
Carrefour St Clair;21.0;2024-12-03 08:00:00;2024-12-03 08:15:00;4.391574;45.638898
Carrefour St Clair;9.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.391574;45.638898
Carrefour St Clair;18.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.391574;45.638898
Carrefour St Clair;21.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.391574;45.638898
Carrefour St Clair;6.0;2024-12-03 08:00:00;2024-12-03 08:15:00;4.391574;45.638898
Carrefour St Clair;1.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.391574;45.638898
Carrefour St Clair;4.0;2024-12-03 07:30:00;2024-12-03 07:45:00;4.391574;45.638898
Carrefour St Clair;24.0;2024-12-03 07:45:00;2024-12-03 08:00:00;4.391574;45.638898
Carrefour St Clair;12.0;2024-12-03 08:00:00;2024-12-03 08:15:00;4.391574;45.638898
Carrefour St Clair;22.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.391574;45.638898
Carrefour St Clair;26.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.391574;45.638898
Carrefour St Clair;20.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.391574;45.638898
Carrefour St Clair;1.0;2024-12-03 08:00:00;2024-12-03 08:15:00;4.391574;45.638898
Carrefour St Clair;1.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.391574;45.638898
Carrefour St Clair;1.0;2024-12-03 07:45:00;2024-12-03 08:00:00;4.391574;45.638898
Carrefour St Clair;3.0;2024-12-03 07:30:00;2024-12-03 07:45:00;4.391574;45.638898
Carrefour St Clair;5.0;2024-12-03 07:45:00;2024-12-03 08:00:00;4.391574;45.638898
Carrefour St Clair;4.0;2024-12-03 08:00:00;2024-12-03 08:15:00;4.391574;45.638898
Carrefour St Clair;8.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.391574;45.638898
Carrefour St Clair;12.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.391574;45.638898
Carrefour St Clair;10.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.391574;45.638898
Carrefour St Clair;5.0;2024-12-03 07:30:00;2024-12-03 07:45:00;4.391574;45.638898
Carrefour St Clair;4.0;2024-12-03 07:45:00;2024-12-03 08:00:00;4.391574;45.638898
Carrefour St Clair;5.0;2024-12-03 08:00:00;2024-12-03 08:15:00;4.391574;45.638898
Carrefour St Clair;5.0;2024-12-03 08:15:00;2024-12-03 08:30:00;4.391574;45.638898
Carrefour St Clair;6.0;2024-12-03 08:30:00;2024-12-03 08:45:00;4.391574;45.638898
Carrefour St Clair;1.0;2024-12-03 08:45:00;2024-12-03 09:00:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;8.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;5.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;3.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;5.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;3.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;3.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;3.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;3.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;5.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;13.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;6.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;5.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;1.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;7.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;6.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;6.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;7.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;9.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;10.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;10.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;9.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;3.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;20.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;11.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;5.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;11.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;15.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;14.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;22.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;8.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;6.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;7.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;5.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;8.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;8.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;13.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;14.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;1.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;1.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;0.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;4.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Carrefour St Clair;1.0;2025-06-10 07:30:00;2025-06-10 07:45:00;4.391574;45.638898
Carrefour St Clair;1.0;2025-06-10 07:45:00;2025-06-10 08:00:00;4.391574;45.638898
Carrefour St Clair;5.0;2025-06-10 08:00:00;2025-06-10 08:15:00;4.391574;45.638898
Carrefour St Clair;3.0;2025-06-10 08:15:00;2025-06-10 08:30:00;4.391574;45.638898
Carrefour St Clair;5.0;2025-06-10 08:30:00;2025-06-10 08:45:00;4.391574;45.638898
Carrefour St Clair;2.0;2025-06-10 08:45:00;2025-06-10 09:00:00;4.391574;45.638898
Gare de Crépieux;4.0;2024-12-03 07:30:00;2024-12-03 07:45:00;5.238046;45.727329
Gare de Crépieux;4.0;2024-12-03 07:45:00;2024-12-03 08:00:00;5.238046;45.727329
Gare de Crépieux;5.0;2024-12-03 08:00:00;2024-12-03 08:15:00;5.238046;45.727329
Gare de Crépieux;9.0;2024-12-03 08:15:00;2024-12-03 08:30:00;5.238046;45.727329
Gare de Crépieux;12.0;2024-12-03 08:30:00;2024-12-03 08:45:00;5.238046;45.727329
Gare de Crépieux;4.0;2024-12-03 08:45:00;2024-12-03 09:00:00;5.238046;45.727329
Gare de Crépieux;6.0;2024-12-03 07:30:00;2024-12-03 07:45:00;5.238046;45.727329
Gare de Crépieux;6.0;2024-12-03 07:45:00;2024-12-03 08:00:00;5.238046;45.727329
Gare de Crépieux;2.0;2024-12-03 08:00:00;2024-12-03 08:15:00;5.238046;45.727329
Gare de Crépieux;6.0;2024-12-03 08:15:00;2024-12-03 08:30:00;5.238046;45.727329
Gare de Crépieux;4.0;2024-12-03 08:30:00;2024-12-03 08:45:00;5.238046;45.727329
Gare de Crépieux;4.0;2024-12-03 08:45:00;2024-12-03 09:00:00;5.238046;45.727329
Gare de Crépieux;0.0;2024-12-03 07:30:00;2024-12-03 07:45:00;5.238046;45.727329
Gare de Crépieux;1.0;2024-12-03 07:45:00;2024-12-03 08:00:00;5.238046;45.727329
Gare de Crépieux;0.0;2024-12-03 08:00:00;2024-12-03 08:15:00;5.238046;45.727329
Gare de Crépieux;0.0;2024-12-03 08:15:00;2024-12-03 08:30:00;5.238046;45.727329
Gare de Crépieux;1.0;2024-12-03 08:30:00;2024-12-03 08:45:00;5.238046;45.727329
Gare de Crépieux;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;5.238046;45.727329
Gare de Crépieux;1.0;2024-12-03 07:30:00;2024-12-03 07:45:00;5.238046;45.727329
Gare de Crépieux;0.0;2024-12-03 07:45:00;2024-12-03 08:00:00;5.238046;45.727329
Gare de Crépieux;2.0;2024-12-03 08:00:00;2024-12-03 08:15:00;5.238046;45.727329
Gare de Crépieux;0.0;2024-12-03 08:15:00;2024-12-03 08:30:00;5.238046;45.727329
Gare de Crépieux;2.0;2024-12-03 08:30:00;2024-12-03 08:45:00;5.238046;45.727329
Gare de Crépieux;0.0;2024-12-03 08:45:00;2024-12-03 09:00:00;5.238046;45.727329
La Buissière;4.0;2024-12-03 07:30:00;2024-12-03 07:45:00;2.7512;47.746323
La Buissière;3.0;2024-12-03 07:45:00;2024-12-03 08:00:00;2.7512;47.746323
La Buissière;5.0;2024-12-03 08:00:00;2024-12-03 08:15:00;2.7512;47.746323
La Buissière;2.0;2024-12-03 08:15:00;2024-12-03 08:30:00;2.7512;47.746323
La Buissière;5.0;2024-12-03 08:30:00;2024-12-03 08:45:00;2.7512;47.746323
La Buissière;3.0;2024-12-03 08:45:00;2024-12-03 09:00:00;2.7512;47.746323
La Buissière;0.0;2024-12-03 07:30:00;2024-12-03 07:45:00;2.7512;47.746323
