channel_id;counter_id;start_datetime;end_datetime;count
100034428;;2023-04-01 17:00:00+02:00;2023-04-01 18:00:00+02:00;38
100034428;;2023-04-01 16:00:00+02:00;2023-04-01 17:00:00+02:00;40
100034428;;2023-04-01 15:00:00+02:00;2023-04-01 16:00:00+02:00;72
100034428;;2023-04-01 14:00:00+02:00;2023-04-01 15:00:00+02:00;61
100034428;;2023-04-01 13:00:00+02:00;2023-04-01 14:00:00+02:00;63
100034428;;2023-04-01 12:00:00+02:00;2023-04-01 13:00:00+02:00;75
100034428;;2023-04-01 11:00:00+02:00;2023-04-01 12:00:00+02:00;63
100034428;;2023-04-01 10:00:00+02:00;2023-04-01 11:00:00+02:00;40
100034428;;2023-04-01 09:00:00+02:00;2023-04-01 10:00:00+02:00;38
100034428;;2023-04-01 08:00:00+02:00;2023-04-01 09:00:00+02:00;24
100034428;;2023-04-01 07:00:00+02:00;2023-04-01 08:00:00+02:00;6
100034428;;2023-04-01 06:00:00+02:00;2023-04-01 07:00:00+02:00;2
100034428;;2023-04-01 05:00:00+02:00;2023-04-01 06:00:00+02:00;5
100034428;;2023-04-01 04:00:00+02:00;2023-04-01 05:00:00+02:00;7
100034428;;2023-04-01 03:00:00+02:00;2023-04-01 04:00:00+02:00;17
100034428;;2023-04-01 02:00:00+02:00;2023-04-01 03:00:00+02:00;18
100034428;;2023-04-01 01:00:00+02:00;2023-04-01 02:00:00+02:00;35
100034428;;2023-04-01 00:00:00+02:00;2023-04-01 01:00:00+02:00;26
100034428;;2023-03-31 23:00:00+02:00;2023-04-01 00:00:00+02:00;31
100034428;;2023-03-31 22:00:00+02:00;2023-03-31 23:00:00+02:00;47
100034428;;2023-03-31 21:00:00+02:00;2023-03-31 22:00:00+02:00;49
100034428;;2023-03-31 20:00:00+02:00;2023-03-31 21:00:00+02:00;69
100034428;;2023-03-31 19:00:00+02:00;2023-03-31 20:00:00+02:00;89
100034428;;2023-03-31 18:00:00+02:00;2023-03-31 19:00:00+02:00;108
100034428;;2023-03-31 17:00:00+02:00;2023-03-31 18:00:00+02:00;138
100034428;;2023-03-31 16:00:00+02:00;2023-03-31 17:00:00+02:00;78
100034428;;2023-03-31 15:00:00+02:00;2023-03-31 16:00:00+02:00;70
100034428;;2023-03-31 14:00:00+02:00;2023-03-31 15:00:00+02:00;72
100034428;;2023-03-31 13:00:00+02:00;2023-03-31 14:00:00+02:00;62
100034428;;2023-03-31 12:00:00+02:00;2023-03-31 13:00:00+02:00;76
100034428;;2023-03-31 11:00:00+02:00;2023-03-31 12:00:00+02:00;57
100034428;;2023-03-31 10:00:00+02:00;2023-03-31 11:00:00+02:00;40
100034428;;2023-03-31 09:00:00+02:00;2023-03-31 10:00:00+02:00;89
100034428;;2023-03-31 08:00:00+02:00;2023-03-31 09:00:00+02:00;149
100034428;;2023-03-31 07:00:00+02:00;2023-03-31 08:00:00+02:00;65
100034428;;2023-03-31 06:00:00+02:00;2023-03-31 07:00:00+02:00;13
100034428;;2023-03-31 05:00:00+02:00;2023-03-31 06:00:00+02:00;4
100034428;;2023-03-31 04:00:00+02:00;2023-03-31 05:00:00+02:00;2
100034428;;2023-03-31 03:00:00+02:00;2023-03-31 04:00:00+02:00;11
100034428;;2023-03-31 02:00:00+02:00;2023-03-31 03:00:00+02:00;9
100034428;;2023-03-31 01:00:00+02:00;2023-03-31 02:00:00+02:00;18
100034428;;2023-03-31 00:00:00+02:00;2023-03-31 01:00:00+02:00;50
100034428;;2023-03-30 23:00:00+02:00;2023-03-31 00:00:00+02:00;49
100034428;;2023-03-30 22:00:00+02:00;2023-03-30 23:00:00+02:00;24
100034428;;2023-03-30 21:00:00+02:00;2023-03-30 22:00:00+02:00;2
100034428;;2023-03-30 20:00:00+02:00;2023-03-30 21:00:00+02:00;57
100034428;;2023-03-30 19:00:00+02:00;2023-03-30 20:00:00+02:00;131
100034428;;2023-03-30 18:00:00+02:00;2023-03-30 19:00:00+02:00;179
100034428;;2023-03-30 17:00:00+02:00;2023-03-30 18:00:00+02:00;143
100034428;;2023-03-30 16:00:00+02:00;2023-03-30 17:00:00+02:00;91
100034428;;2023-03-30 15:00:00+02:00;2023-03-30 16:00:00+02:00;61
100034428;;2023-03-30 14:00:00+02:00;2023-03-30 15:00:00+02:00;82
100034428;;2023-03-30 13:00:00+02:00;2023-03-30 14:00:00+02:00;60
100034428;;2023-03-30 12:00:00+02:00;2023-03-30 13:00:00+02:00;85
100034428;;2023-03-30 11:00:00+02:00;2023-03-30 12:00:00+02:00;52
