uid,insee,cat,nb_points,taux_points,longitude,latitude
e7317db0-62e6-4a2a-a276-23bc9b1b2fef,69383,58,106,5.04,4.858071023178514,45.76132761721279
93207b31-2fad-4e0b-b6d3-1270ccbb437d,69382,58,34,3.94,4.818185985465537,45.73401153091404
2be3cc97-8064-4236-8a6f-e3dd8c12ee75,69383,58,314,14.92,4.8566584302562905,45.75289474030931
63cb93e5-15df-4d3e-8ddf-f9830d055455,69386,58,18,2.47,4.842968923036779,45.76827312986062
20eead97-ce0d-4827-ae8b-c12b17d30edd,69386,58,87,11.95,4.858261644303976,45.77286297912668
da54f43a-8e4b-4277-8abf-64a9b30b5bac,69383,58,21,1,4.840959462176141,45.76001795716529
8de36b2e-3a30-481c-93a8-68904dee1313,69386,58,77,10.58,4.857878885197606,45.76368711170055
aea561d9-9409-42eb-8513-f05723f2684e,69383,58,20,0.95,4.852717564951861,45.75713773827271
1460c046-e2fa-4a9e-a750-1baf28233947,69383,58,110,5.23,4.841826827752011,45.76359091935878
c509d5e7-b2a4-4915-9efb-6f6d693631e4,69383,58,64,3.04,4.876360250374901,45.75564625536967
925d940d-93a8-44f5-b767-2b9caf2d0fdf,69386,58,66,9.07,4.841226171481544,45.77229003988423
7295c936-3e8a-4670-9a3a-a8ffeda13339,69383,58,12,0.57,4.877041246501593,45.75494077341462
eb9b7bc1-8e6c-43ed-99ae-a837e5989e20,69382,58,25,2.9,4.837722735973728,45.76016536376384
3127d909-0f8e-4960-b6c8-54e0c6258657,69386,58,198,27.2,4.844190768391825,45.77733063478748
5b4d312b-fa0b-4b35-b440-29f6a384283a,69388,58,15,3.36,4.867539642108697,45.74481149453477
c18475ee-e210-4f15-9703-32cfdf619263,69387,58,32,2.66,4.845698401902016,45.75258438151395
265146b3-e92e-47ac-83c0-052c288c12a5,69387,58,18,1.49,4.836185621081381,45.745535085214826
bb74683a-2381-46b1-bb98-56478462cbff,69382,58,261,30.24,4.815613243466325,45.72967782976532
77833a9a-0c5d-44f8-92dc-3a9f660ab8a1,69387,58,16,1.33,4.848999315947897,45.74540666921272
6ffcc006-c6c3-4767-8369-62cb759af29b,69382,58,31,3.59,4.823661188235493,45.75098281110563
be6a64d2-bb80-40c7-8b85-cdd0a39afc0f,69383,58,20,0.95,4.8528095982822625,45.76356121291035
3b7611db-42d5-489f-a94e-436c5259bf5b,69388,58,14,3.13,4.865276962409587,45.74542456617406
e46dfbcd-dfd5-41e4-960d-cf92fa598c2f,69387,58,57,4.73,4.85088592350205,45.75263024646376
16bd0e05-b117-4ecc-8188-ce4734805de9,69388,58,103,23.04,4.858298579811478,45.742361036666296
8707971c-746d-4158-8faf-7fbe7a4d9b09,69387,58,89,7.39,4.824150553481187,45.73205833783353
dd2a67ec-435d-487b-ac65-400dbe260111,69382,58,14,1.62,4.831433265619344,45.750744699835366
a16deaff-9316-46e4-b551-81b4fd9dfb48,69386,58,27,3.71,4.858729611079443,45.76803348904988
4bc8dde8-e8b5-43a9-937e-b812b2a1f025,69387,58,660,54.77,4.843909706214331,45.744480553329495
ae296881-b337-40aa-8486-acfbb822ad17,69381,58,17,6.44,4.830317272722572,45.766768613545764
43190a60-5a71-4e34-9278-b40e5808325c,69389,58,31,6.9,4.800032612777052,45.78186413743286
3a4fe07e-4dc7-4496-94de-d6f4012576c0,69385,58,15,13.76,4.808660724600779,45.75677257229274
ba3db548-33c9-4d34-a6ac-73dac28e873c,69389,58,14,3.12,4.810377515681354,45.77558077718395
d46687d3-8b96-45ba-a5a3-6148007275f3,69389,58,121,26.95,4.808643101631455,45.77435125362764
fd8d9bd7-10db-449f-8c73-bbc20ba33c9b,69381,58,54,20.45,4.834712781646472,45.76740389012837
90ab2708-1ed3-436d-a4c8-63c27bd05b21,69381,58,128,48.48,4.837234623619469,45.76864388556512
91f4bf2a-84fd-474b-8508-9ab296598e7c,69386,58,15,2.06,4.851778782484769,45.77319995228388
d35ebdcc-636c-4297-a136-efb9eeab91a8,69389,58,27,6.01,4.809244628284259,45.78060066172652
1ed08898-946c-4753-a52e-eec323060c0f,69388,58,18,4.03,4.8921638575074,45.739110270930844
40209792-084c-42d9-8ded-b8cab9b59c46,69387,58,39,3.24,4.836777667598268,45.751926018609474
0cf20e07-6d06-4fad-b96d-f2c75efec644,69383,58,24,1.14,4.876797042154984,45.75267378752874
49803f14-7d0a-4a98-8ec1-09a43f06ca15,69266,58,121,5.87,4.8660246919324335,45.77219830633502
